ID,날짜,조사기관,응답률,조사방법,이재명,윤석열,안철수,심상정,없음
839,2021-09-25 ~ 2021-09-26,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9027&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,5%,ARSRDD,-,-,-,-,29.7
840,2021-09-25 ~ 2021-09-26,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9027&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,5%,ARSRDD,-,39.4,-,-,24
841,2021-09-25 ~ 2021-09-26,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9027&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,5%,ARSRDD,39.3,-,-,-,22.9
842,2021-09-25 ~ 2021-09-26,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9027&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,5%,ARSRDD,40.7,41.5,-,-,17.7
843,2021-09-22 ~ 2021-09-23,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9017&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.8%,ARSRDD,35.6,-,-,-,26.2
844,2021-09-22 ~ 2021-09-23,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9017&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.8%,ARSRDD,37,43.1,-,-,19.8
845,2021-09-22 ~ 2021-09-23,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9017&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.8%,ARSRDD,-,-,-,-,31.4
846,2021-09-22 ~ 2021-09-23,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9017&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.8%,ARSRDD,-,42.7,-,-,28.8
847,2021-09-23 ~ 2021-09-23,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9013&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.8%,ARSRDD,-,-,-,-,16.5
848,2021-09-23 ~ 2021-09-23,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9013&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.8%,ARSRDD,-,46,-,-,11.1
849,2021-09-23 ~ 2021-09-23,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9013&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.8%,ARSRDD,33.3,-,-,-,15.1
850,2021-09-23 ~ 2021-09-23,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9013&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.8%,ARSRDD,31.5,42.6,-,-,8.2
851,2021-09-21 ~ 2021-09-22,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9007&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,4%,ARSRDD,-,-,-,-,17.7
852,2021-09-21 ~ 2021-09-22,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9007&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,4%,ARSRDD,32.6,40.9,-,-,10.5
853,2021-09-21 ~ 2021-09-22,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9007&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,4%,ARSRDD,-,39.3,-,-,18.8
854,2021-09-21 ~ 2021-09-22,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9007&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,4%,ARSRDD,29.3,-,-,-,14.7
855,2021-09-17 ~ 2021-09-18,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9006&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.1%,ARSRDD,37.9,47.9,-,-,7.5
856,2021-09-17 ~ 2021-09-18,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9006&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.1%,ARSRDD,-,47.5,-,-,7.3
857,2021-09-17 ~ 2021-09-18,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9006&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.1%,ARSRDD,38.9,-,-,-,10.6
858,2021-09-17 ~ 2021-09-18,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9006&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.1%,ARSRDD,-,-,-,-,11
859,2021-09-16 ~ 2021-09-18,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9005&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,23.8%,전화면접가상번호,43.7,36.3,-,-,15.7
860,2021-09-16 ~ 2021-09-18,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9005&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,23.8%,전화면접가상번호,-,38.1,-,-,18.7
861,2021-09-16 ~ 2021-09-18,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9005&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,23.8%,전화면접가상번호,45.2,-,-,-,15.4
862,2021-09-16 ~ 2021-09-18,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9005&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,23.8%,전화면접가상번호,-,-,-,-,18.8
863,2021-09-14 ~ 2021-09-16,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9001&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,14.9%,전화면접RDD,39,-,-,-,21
864,2021-09-14 ~ 2021-09-16,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9001&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,14.9%,전화면접RDD,-,36,-,-,21
865,2021-09-14 ~ 2021-09-16,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9001&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,14.9%,전화면접RDD,44,-,-,-,17
866,2021-09-14 ~ 2021-09-16,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9001&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,14.9%,전화면접RDD,43,42,-,-,15
867,2021-09-13 ~ 2021-09-15,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8995&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,26.4%,전화면접가상번호,-,-,-,-,15
868,2021-09-13 ~ 2021-09-15,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8995&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,26.4%,전화면접가상번호,44,-,-,-,14
869,2021-09-13 ~ 2021-09-15,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8995&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,26.4%,전화면접가상번호,-,37,-,-,17
870,2021-09-13 ~ 2021-09-15,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8995&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,26.4%,전화면접가상번호,45,37,-,-,14
871,2021-09-13 ~ 2021-09-14,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8978&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,13.3%,전화면접가상번호,-,-,-,-,16.8
872,2021-09-13 ~ 2021-09-14,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8978&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,13.3%,전화면접가상번호,43.5,-,-,-,15
873,2021-09-13 ~ 2021-09-14,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8978&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,13.3%,전화면접가상번호,-,37.2,-,-,17.3
874,2021-09-13 ~ 2021-09-14,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8978&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,13.3%,전화면접가상번호,43.4,38.9,-,-,11.2
875,2021-09-13 ~ 2021-09-14,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8986&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,16.4%,전화면접가상번호,-,-,-,-,13.7
876,2021-09-13 ~ 2021-09-14,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8986&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,16.4%,전화면접가상번호,46.9,-,-,-,14.1
877,2021-09-13 ~ 2021-09-14,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8986&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,16.4%,전화면접가상번호,-,42.5,-,-,14.5
878,2021-09-13 ~ 2021-09-14,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8986&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,16.4%,전화면접가상번호,46.5,42.1,-,-,11.4
879,2021-09-11 ~ 2021-09-12,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8977&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,2.5%,ARSRDD,38.7,-,-,-,7.2
880,2021-09-11 ~ 2021-09-12,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8977&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,2.5%,ARSRDD,37.8,45.8,-,-,5.9
881,2021-09-11 ~ 2021-09-12,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8965&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=3,7.4%,ARS가상번호,-,-,-,-,8.8
882,2021-09-11 ~ 2021-09-12,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8965&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=3,7.4%,ARS가상번호,40.2,-,-,-,7.3
883,2021-09-11 ~ 2021-09-12,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8965&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=3,7.4%,ARS가상번호,-,45.2,-,-,7.1
884,2021-09-11 ~ 2021-09-12,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8965&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=3,7.4%,ARS가상번호,37.6,46.4,-,-,6.3
885,2021-09-11 ~ 2021-09-12,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8967&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,4.6%,ARSRDD,-,-,-,-,29.9
886,2021-09-11 ~ 2021-09-12,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8967&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,4.6%,ARSRDD,-,40.6,-,-,27.5
887,2021-09-11 ~ 2021-09-12,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8967&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,4.6%,ARSRDD,39.1,-,-,-,24.9
888,2021-09-11 ~ 2021-09-12,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8967&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,4.6%,ARSRDD,38,43.2,-,-,18.8
889,2021-09-10 ~ 2021-09-11,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8961&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,4.1%,ARSRDD,-,-,-,-,9.8
890,2021-09-10 ~ 2021-09-11,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8961&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,4.1%,ARSRDD,37.8,-,-,-,8.8
891,2021-09-10 ~ 2021-09-11,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8961&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,4.1%,ARSRDD,-,46.2,-,-,6.8
892,2021-09-10 ~ 2021-09-11,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8961&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,4.1%,ARSRDD,37.8,45.6,-,-,7.8
893,2021-09-10 ~ 2021-09-11,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8957&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.9%,ARSRDD,-,-,-,-,17.7
894,2021-09-10 ~ 2021-09-11,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8957&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.9%,ARSRDD,-,37.6,-,-,13.1
895,2021-09-10 ~ 2021-09-11,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8957&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.9%,ARSRDD,-,-,-,-,23.4
896,2021-09-10 ~ 2021-09-11,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8957&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.9%,ARSRDD,-,-,-,-,27.2
897,2021-09-10 ~ 2021-09-11,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8957&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.9%,ARSRDD,34.3,-,-,-,14.8
898,2021-09-10 ~ 2021-09-11,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8957&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.9%,ARSRDD,35.9,-,-,-,20.4
899,2021-09-10 ~ 2021-09-11,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8957&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.9%,ARSRDD,37.3,-,-,-,24.4
900,2021-09-10 ~ 2021-09-11,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8957&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.9%,ARSRDD,34.6,34.3,-,-,10.4
901,2021-09-10 ~ 2021-09-11,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8956&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.6%,ARSRDD,-,-,-,-,16
902,2021-09-10 ~ 2021-09-11,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8956&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.6%,ARSRDD,35.4,-,-,-,16.1
903,2021-09-10 ~ 2021-09-11,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8956&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.6%,ARSRDD,-,41.9,-,-,12
904,2021-09-10 ~ 2021-09-11,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8956&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.6%,ARSRDD,33.3,38.9,-,-,10.8
905,2021-09-06 ~ 2021-09-08,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8945&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,30.1%,전화면접가상번호,-,37,-,-,22
906,2021-09-06 ~ 2021-09-08,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8945&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,30.1%,전화면접가상번호,46,-,-,-,19
907,2021-09-06 ~ 2021-09-08,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8945&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,30.1%,전화면접가상번호,-,35,-,-,21
908,2021-09-06 ~ 2021-09-08,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8945&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,30.1%,전화면접가상번호,45,34,-,-,18
909,2021-09-07 ~ 2021-09-08,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8944&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,4.4%,ARSRDD,34.7,-,-,-,15
910,2021-09-07 ~ 2021-09-08,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8944&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,4.4%,ARSRDD,35,32,-,-,10.2
911,2021-09-06 ~ 2021-09-07,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8943&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,5.5%,ARSRDD,-,-,-,-,30.4
912,2021-09-06 ~ 2021-09-07,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8943&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,5.5%,ARSRDD,37.4,-,-,-,29.2
913,2021-09-06 ~ 2021-09-07,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8943&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,5.5%,ARSRDD,-,39.9,-,-,25.5
914,2021-09-06 ~ 2021-09-07,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8943&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,5.5%,ARSRDD,38,39.6,-,-,22.4
915,2021-09-06 ~ 2021-09-07,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8941&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,19.6%,전화면접가상번호,-,-,-,-,32.2
916,2021-09-06 ~ 2021-09-07,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8941&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,19.6%,전화면접가상번호,38.2,-,-,-,28.9
917,2021-09-06 ~ 2021-09-07,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8941&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,19.6%,전화면접가상번호,-,34.7,-,-,30
918,2021-09-06 ~ 2021-09-07,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8941&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,19.6%,전화면접가상번호,37.8,33.1,-,-,22.4
919,2021-09-07 ~ 2021-09-08,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8942&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,2%,ARSRDD,-,39.6,-,-,11.2
920,2021-09-07 ~ 2021-09-08,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8942&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,2%,ARSRDD,34.6,36.5,-,-,9.2
921,2021-09-05 ~ 2021-09-07,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8940&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.1%,ARSRDD,35.9,-,-,-,15.2
922,2021-09-05 ~ 2021-09-07,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8940&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.1%,ARSRDD,-,-,-,-,16.3
923,2021-09-05 ~ 2021-09-07,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8940&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.1%,ARSRDD,37.1,39.8,-,-,10.6
924,2021-09-05 ~ 2021-09-07,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8940&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.1%,ARSRDD,-,40.2,-,-,13
925,2021-09-06 ~ 2021-09-07,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8939&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.8%,ARSRDD,34.5,35.1,-,-,12.8
926,2021-09-04 ~ 2021-09-06,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8936&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,3%,ARSRDD,35.1,-,-,-,13.7
927,2021-09-04 ~ 2021-09-06,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8936&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,3%,ARSRDD,-,-,-,-,15.5
928,2021-09-04 ~ 2021-09-06,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8936&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,3%,ARSRDD,34.4,42.5,-,-,9.8
929,2021-09-04 ~ 2021-09-06,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8936&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,3%,ARSRDD,-,42.9,-,-,11.3
930,2021-09-04 ~ 2021-09-06,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8935&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,5.9%,ARSRDD,39.7,-,-,-,26
931,2021-09-04 ~ 2021-09-06,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8935&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,5.9%,ARSRDD,-,-,-,-,29.4
932,2021-09-04 ~ 2021-09-06,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8935&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,5.9%,ARSRDD,39.8,-,-,-,34.8
933,2021-09-04 ~ 2021-09-06,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8935&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,5.9%,ARSRDD,-,-,-,-,39.4
934,2021-09-04 ~ 2021-09-06,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8935&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,5.9%,ARSRDD,38.6,40.3,-,-,21.1
935,2021-09-04 ~ 2021-09-06,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8935&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,5.9%,ARSRDD,-,40.1,-,-,28.1
936,2021-09-03 ~ 2021-09-04,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8932&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.1%,ARSRDD,37.7,-,-,-,10.7
